code,product_name,ingredients_text,candidate_category,confirmed_allergens,potential_allergens,evidence_level,is_food,review_status
0000433821500,The Best Peanut Butter Cookies,"ONLY THE BEST: UN-BLEACHED FLOUR, 100% ORGANIC PEANUT BUTTER, PEANUTS, CREAMERY BUTTER, UN-REFINED SUGAR, WHOLE EGG.",peanut;egg;wheat_gluten,peanut;milk;egg;wheat_gluten,,DIRECT,YES,KEEP
0000943627129,Gingerbread Mini Nut Bars,"&quot;The % Daily Value (DV) tells you how mucha nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice, INGREDIENTS: PEANUTS, INULIN, ALMONDS, YOGURT FLAVORED COATING (SUGAR, PALM KERNEL OIL, WHEY, NONFAT DRY MILK, YOGURT POWDER (NONFAT MILK, LACTIC ACID), SOY LECITHIN, VANILLA), CASHEWS, RICE FLOUR, MOLÄSSES, HONEY, BROWN RICE SYRUP. NATURAL FLAVORS, SPICE BLEND, SEA SALT, SOY LECITHIN, SUGAR. CONTAINS MILK, ALMONDS, CASHEWS, PEANUTS AND SOY, MAY CONTAIN EGGS AND TREE NUTS. DISTRIBUTED BY: Walmart lnc. Bentonville, AR 72716 PRODUCT OF CANADA MAY CONTAIN AN OCCASIONAL STEM OR SHELL FRAGMENT.",peanut;milk;egg;soy;wheat_gluten;tree_nut,peanut;milk;soy;tree_nut,egg;tree_nut,BOTH,YES,KEEP
0001003676718,,"WHEAT flour, sugar, vegetable oil (palm, rapeseed, sunflower, cottonseed), corn starch, glucose syrup, salt, raising agents (E 503, E 450, E 500), emulsifier (SOY lecithin), flavourings, colourings (E 160a). May contain traces of eggs, peanuts, milk, hazelnuts, pistachios, sesame seeds, sulphites.",peanut;milk;egg;soy;wheat_gluten;sesame;tree_nut,soy;wheat_gluten,egg;peanut;milk;tree_nut;sesame,BOTH,YES,KEEP
00010082,Reindeer Crunch,"Non-GMO Popcorn, Brown Sugar, Non-GMO Corn Syrup. Butter (Cream, Natural Flavor), Cashews, Walnuts, Pecans, Molasses, RBD Coconut Oil, Dark Chocolate (Sugar, Cacao, Cacao Butter), Sunflower Lecithin, Celtic Sea Salt, Sunflower Oil ALLERGY INFORMATION: Contains: Milk, Cashew, Walnut, Pecan. Manufactured in a facility that also processes: Egg, Wheat, Sesame, Peanuts, Soy, Almond and Coconut.",peanut;milk;egg;soy;wheat_gluten;sesame;tree_nut,milk;tree_nut,egg;wheat_gluten;peanut;soy,BOTH,YES,KEEP
00000010,xxx,"Farine de blé 33%, sucre, huile de colza, œufs de poules élevées en plein air 18%, sirop de glucose-fructose, Un stabilisant : glycérol, poudres à lever : carbonates d'ammonium-carbonates de sodium - citrates de sodium (blé), sel, gluten de blé, lait écrémé en poudre, fibres végétales, arôme naturel.",milk;egg;wheat_gluten,milk;egg;wheat_gluten,,DIRECT,YES,KEEP
00000015,Madeleines ChocoLait,"Farine de blé 27%, chocolat au lait 18% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, huile de colza, œufs de poules élevées en plein air 14.5%, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - citrates de sodium (blé), sel, gluten de blé, lait écrémé en poudre, fibres végétales, arôme naturel. Peut contenir des traces de fruits à coque.",milk;egg;soy;wheat_gluten,milk;egg;soy;wheat_gluten,tree_nut,BOTH,YES,KEEP
00000022,Farandole de madeleine,"Madeleines ChocoNoir - Madeleines nappées de chocolat noir : farine de blé 27%, chocolat noir 18% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, huile de colza, œufs de poules élevées en plein air 14.5%, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - citrates de sodium (blé), sel, gluten de blé, lait écrémé en poudre, fibres végétales, arôme naturel. Peut contenir des traces de fruits à coque. Toutes vos remarques et suggestions sont les bienvenues : contactez notre Service Qualité en indiquant le nom et le numéro du lot du produit concerné figurant sur le dessus de la boîte. Pour conserver toutes les qualités de ce produit, le maintenir dans un milieu tempéré à l'abri de la chaleur, de l'humidité et du froid.",milk;egg;soy;wheat_gluten,milk;egg;soy;wheat_gluten,tree_nut,BOTH,YES,KEEP
00000049,Mre Lite,"Whole Food Protein Blend (Beef Protein Isolate, Pea Protein, Brown Rice Protein, Chicken Protein, Egg Albumin, Salmon Protein), Milk Powder (for texture), Medium Chain Triglyceride (MCT) Oil Powder (Nonfat Dry Milk, Potassium Phosphate), Natural and Artificial Flavors, Cellulose Gum, Sucralose, Acesulfame Potassium, Maltodextrin, Salt, Silicon Dioxide",milk;egg,milk;egg,,DIRECT,YES,KEEP
00000051,Fondants Citron,"mûre bio 50% (fruit 27%, purée 23%) sucre de canne bio, gélifiant: pectine de fruits, traces éventuelle de fruit à coques",,,tree_nut,PRECAUTIONARY,YES,KEEP
00000055,Calcium,"Sucre, blanc d'œufs 19%, beurre concentré, chocolat noir 12.5% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant: lécithines (soja), arôme naturel de vanille), poudre d'amande 12%, farine de blé 11%, ceufs 5.5%, sirop de glucose-fructose, stabilisant : glycérol, cacao maigre en poudre, sel, arôme naturel de cacao. Peut contenir des traces d'autres fruits à coque.",milk;egg;soy;wheat_gluten,milk;egg;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00004559,Peanuts,"PEANUTS, WHEAT FLOUR, SUGAR, RICE FLOUR, TAPIOCA STARCH, SALT, LEAVENING (AMMONIUM BICARBONATE, BAKING SODA), SOY SAUCE (WATER, SOYBEANS, WHEAT, SALT), POTATO STARCH.",peanut;soy;wheat_gluten,peanut;soy;wheat_gluten,,DIRECT,YES,KEEP
0000790430018,"Welch's, pb&j trail mix, grape","Peanuts flavored dried cranberries (cranberries, sugar, sunflower oil, natural flavor), peanut flavored coating dried cane syrup, palm kernel oil, partially defatted peanut flour, whey powder [milk], salt, soy lecithin [an emulsifier], yogurt flavored coating (sugar, palm kernel oil and/or palm oil, nonfat dry milk, whey powder, nonfat yogurt powder [cultured whey, nonfat milk], titanium dioxide [color], soy lecithin [an emulsifier], lactic acid, vanilla), sugar, corn oil, salt, coloring (includes vegetable juice), tapioca dextrin, honey, gum arabic, natural flavors, corn syrup, confectioner's glaze.",peanut;milk;soy;wheat_gluten,peanut;milk;soy,,DIRECT,YES,KEEP
0000790430063,"Welch's, pb & j trail mix, strawberry","Peanuts, strawberry flavored dried cranberries (cranberries, sugar, natural flavors, citric acid, sunflower oil, elderberry juice concentrate [color]), peanut flavored coating (dried cane syrup, palm kernel oil, partially defatted peanut flour, whey powder [milk], salt, soy lecithin [an emulsifier]), yogurt flavored coating (sugar, palm kernel oil and/or palm oil, nonfat dry milk, whey powder, nonfat yogurt powder [cultured whey, nonfat milk], titanium dioxide [color], soy lecithin [an emulsifier], lactic acid, vanilla), sugar, corn oil, salt, coloring (includes beet juice beta carotene, beet juice concentrate), tapioca dextrin, honey, gum arabic, corn syrup, natural flavors, confectioner's glaze.",peanut;milk;soy;wheat_gluten,peanut;milk;soy,,DIRECT,YES,KEEP
0000790430070,"Welch's, pb&j trail mix, grape","Peanuts, flavored dried cranberries (cranberries, sugar, sunflower oil, natural flavor). peanut flavored coating (dried cane syrup, palm kernel oil, partially defatted peanut flour, whey powder [milk], salt, soy lecithin [an emulsifier], yogurt flavored coating (sugar, palm kernel oil and/or palm oil, nonfat dry milk, whey powder, nonfat yogurt powder [cultured whey, nonfat milk], titanium dioxide [color], soy lecithin [an emulsifier], lactic acid, vanilla), sugar, corn oil, salt, coloring (includes vegetable juice), tapioca dextrin, honey, gum arabic, natural flavors, corn syrup, confectioner's glaze.",peanut;milk;soy;wheat_gluten,peanut;milk;soy,,DIRECT,YES,KEEP
0000790870043,Skippy wafer bar,"peanut butter (roasted peanuts, sugar, hydrogenated vegetable oil (cottonseed, soybean and rapeseed oil) to prevent separation, salt), wheat wafers (pastry flour, soybean oil, sodium bicarbonate), peanut flour, palm oil, sugar, milk chocolate compound coating (sugar, vegetable oil [palm kernel oil and hydrogenated palm kernel oil], cocoa powder, nonfat dry milk, whole milk powder, whey powder, soy lecithin [an emulsifier], salt, artificial flavor), corn starch, salt. contains milk, peanut, soy, wheat.",peanut;milk;soy;wheat_gluten,peanut;milk;soy;wheat_gluten,,DIRECT,YES,KEEP
0000790870517,Peanut butter chocolate mini wafer bars,"Peanut butter, roasted peanuts, sugar, hydrogenated vegetable oil (cottonseed oil, soybean oil, rapeseed oil), salt, wheat wafers (pastry flour, soybean oil, sodium bicarbonate), peanut flour, palm oil, milk chocolate compound coating (sugar, vegetable oil [palm kernel oil, hydrogenated palm kernel oil], cocoa powder, nonfat dry milk, whole milk powder, whey powder, soy lecithin [an emulsifier], artificial flavor), corn starch, salt.",peanut;milk;soy;wheat_gluten,peanut;milk;soy;wheat_gluten,,DIRECT,YES,KEEP
0000987500001,Tofu Nature Bio,"Soja* (min. 54%), eau, coagulant (chlorure de magnésium) (*issu de l'agriculture biologique). Peut contenir des races de céréales contenant du gluten, cacahuètes, fruits à coque, éleri, graines de moutarde et graines de sésame. conserver à température",soy;wheat_gluten;sesame,soy,wheat_gluten;peanut;tree_nut;sesame,BOTH,YES,KEEP
0001005400031,cocoa powder,"Cocoa Powder, Synthetic Flavour. Manufactured on shared equipment that processes Peanuts, Tree Nuts, Milk, Soy and Wheat.",peanut;milk;soy;wheat_gluten,,peanut;milk;soy;wheat_gluten;tree_nut,PRECAUTIONARY,YES,KEEP
0001116103494,Whole roasted cashews,"Cashews, vegetable oil (peanut, cottonseed, soybean and/or sunflower seed), sea salt.",peanut;soy;tree_nut,peanut;soy;tree_nut,,DIRECT,YES,KEEP
0001121301765,Chocolate covered peanuts,"Milk chocolate (sugar, cocoa butter, milk, chocolate liquor, soy lecithin [an emulsifier], vanilla), peanuts.",peanut;milk;soy,peanut;milk;soy,,DIRECT,YES,KEEP
00006910,Peanut Butter Filled Pretzel Nuggets,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PEANUT BUTTER (ROASTED PEANUTS, SUGAR, SALT), CONTAINS 2% OR LESS OF SALT, PALM OIL, CORN SYRUP, L-CYSTEINE HYDROCHLORIDE, SODIUM HYDROXIDE. CONTAINS WHEAT, PEANUT.",peanut;wheat_gluten,peanut;wheat_gluten,,DIRECT,YES,KEEP
0001121303276,Spicy sweet mix,"Cajun crunch mix (rice cracker chili bits [water, soybean, wheat, sea salt], sugar, chili starch, artificial coloring [yellow 5, yellow 6], peanuts, seasoning [paprika, thyme, spices, onion, garlic and less than 2% silicon dioxide to prevent caking], sunflower oil, cheddar sesame sticks, hot and spicy sesame sticks [unbleached wheat flour {contains malted barley flour as a natural enzyme additive}, soybean oil, sesame seeds, ground bulgur wheat, pepper sauce seasoning {tomato powder, corn flour, maltodextrin, onion powder, sour cream powder {cream, cultured buttermilk, reduced lactose whey, nonfat milk, natural flavor, autolyzed yeast, sodium citrate, sour cream cultures}, monosodium glutamate, green bell pepper powder, garlic powder, pepper sauce powder {aged red peppers, vinegar}, jalapeno pepper powder, chili pepper}, cheese powder {cheddar cheese {cultured milk, enzymes}, whey protein concentrate, lactose, buttermilk solids, annatto extract}, salt, beet powder {color}, turmeric {color}, annatto {color}, citric acid], sunflower seeds, pumpkin seeds), honey roasted peanuts (peanuts, sugar, honey vegetable oil [peanut, cottonseed, soybean and/or sunflower seed], salt, modified food starch [potato], maltodextrin and xanthan gum), honey roasted sesame sticks (flour [wheat flour, malted barley flour], partially hydrogenated vegetable oil [soybean, cottonseed], sesame seeds, sugar, bulgur wheat, vegetable oil [peanut, cottonseed, soybean and/or sunflower seed], honey, contains less than 2% of the following: salt, modified potato starch, soy protein concentrate, soy flour, maltodextrin, turmeric and beet powder [color], xanthan gum).",peanut;milk;soy;wheat_gluten;sesame,peanut;milk;soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
